Parametros;Precision-Bug;Recall-Bug;F1-Bug;acuracy-Bug;Precision-Rating;Recall-Rating;F1-Rating;acuracy-Rating;Precision-Feature;Recall-Feature;F1-Feature;acuracy-Feature;Precision-UserExperience;Recall-UserExperience;F1-UserExperience;acuracy-UserExperience;Precision;Recall;F1;acuracy
OCSVM_kernel-poly_2_scale_09;0.2851;0.0919;0.1376;0.9876;0.6272;0.1008;0.1716;0.8412;0.0151;0.0752;0.0251;0.9585;0.0564;0.0924;0.0698;0.9543;0.2460;0.0901;0.1010;0.9354
OCSVM_kernel-poly_2_auto_01;0.0318;0.7622;0.0610;0.7407;0.1710;0.8514;0.2848;0.2871;0.0182;0.6666;0.0354;0.7362;0.0265;0.7925;0.0514;0.4352;0.0619;0.7682;0.1081;0.5498
OCSVM_kernel-poly_2_auto_02;0.0428;0.7378;0.0809;0.8137;0.1816;0.7673;0.2937;0.3857;0.0182;0.6546;0.0354;0.7414;0.0291;0.7349;0.0560;0.5226;0.0679;0.7237;0.1165;0.6159
OCSVM_kernel-poly_2_auto_03;0.0731;0.6568;0.1315;0.9045;0.1964;0.6784;0.3044;0.4864;0.0186;0.5869;0.0361;0.7726;0.0325;0.6525;0.0619;0.6192;0.0801;0.6436;0.1335;0.6957
OCSVM_kernel-poly_2_auto_04;0.0859;0.5784;0.1495;0.9277;0.2181;0.5833;0.3172;0.5846;0.0202;0.5114;0.0388;0.8163;0.0362;0.5637;0.0681;0.7037;0.0901;0.5592;0.1434;0.7581
OCSVM_kernel-poly_2_auto_05;0.0993;0.4811;0.1646;0.9465;0.2603;0.4895;0.3391;0.6851;0.0215;0.4397;0.0409;0.8517;0.0405;0.4696;0.0746;0.7773;0.1054;0.4700;0.1548;0.8152
OCSVM_kernel-poly_2_auto_06;0.1197;0.3838;0.1824;0.9625;0.3285;0.3859;0.3533;0.7680;0.0227;0.3483;0.0425;0.8877;0.0422;0.3757;0.0758;0.8254;0.1283;0.3734;0.1635;0.8609
OCSVM_kernel-poly_2_auto_07;0.1742;0.2919;0.2179;0.9772;0.4175;0.2957;0.3437;0.8157;0.0201;0.2415;0.0371;0.9112;0.0469;0.2834;0.0804;0.8769;0.1647;0.2782;0.1698;0.8952
OCSVM_kernel-poly_2_auto_08;0.1942;0.1919;0.1924;0.9827;0.5380;0.1962;0.2842;0.8392;0.0202;0.1742;0.0361;0.9348;0.0517;0.1831;0.0805;0.9213;0.2010;0.1863;0.1483;0.9195
OCSVM_kernel-poly_2_auto_09;0.2851;0.0919;0.1376;0.9876;0.6272;0.1008;0.1716;0.8412;0.0151;0.0752;0.0252;0.9586;0.0564;0.0924;0.0698;0.9543;0.2460;0.0901;0.1010;0.9354
