Parametros;Precision-Bug;Recall-Bug;F1-Bug;acuracy-Bug;Precision-Rating;Recall-Rating;F1-Rating;acuracy-Rating;Precision-Feature;Recall-Feature;F1-Feature;acuracy-Feature;Precision-UserExperience;Recall-UserExperience;F1-UserExperience;acuracy-UserExperience;Precision;Recall;F1;acuracy
OCSVM_kernel-linear_auto_07;0.0480;0.2838;0.0821;0.9303;0.1049;0.2876;0.1537;0.4739;0.0175;0.2431;0.0326;0.8971;0.0448;0.2636;0.0765;0.8793;0.0538;0.2695;0.0862;0.7952
OCSVM_kernel-linear_auto_08;0.0569;0.1919;0.0877;0.9565;0.0914;0.1918;0.1238;0.5506;0.0171;0.1637;0.0310;0.9271;0.0452;0.1811;0.0723;0.9123;0.0527;0.1821;0.0787;0.8366
OCSVM_kernel-linear_auto_09;0.0494;0.0946;0.0647;0.9706;0.0769;0.0955;0.0851;0.6622;0.0148;0.0880;0.0253;0.9536;0.0525;0.0955;0.0674;0.9517;0.0484;0.0934;0.0606;0.8845
OCSVM_kernel-poly_2_scale_01;0.0373;0.5892;0.0701;0.8278;0.1071;0.3733;0.1654;0.3879;0.0179;0.3617;0.0340;0.8509;0.0330;0.5884;0.0624;0.6605;0.0488;0.4781;0.0830;0.6818
OCSVM_kernel-poly_2_scale_02;0.0417;0.5324;0.0774;0.8605;0.1348;0.6089;0.2207;0.2827;0.0181;0.3500;0.0344;0.8570;0.0346;0.5571;0.0652;0.6934;0.0573;0.5121;0.0994;0.6734
OCSVM_kernel-poly_2_scale_03;0.0425;0.4297;0.0773;0.8875;0.1336;0.5902;0.2179;0.2940;0.0164;0.2985;0.0310;0.8650;0.0362;0.4993;0.0676;0.7360;0.0572;0.4544;0.0984;0.6956
OCSVM_kernel-poly_2_scale_04;0.0419;0.3405;0.0747;0.9074;0.1290;0.5277;0.2073;0.3279;0.0174;0.2668;0.0327;0.8865;0.0389;0.4367;0.0713;0.7827;0.0568;0.3929;0.0965;0.7261
OCSVM_kernel-poly_2_scale_05;0.0445;0.2973;0.0775;0.9224;0.1169;0.4265;0.1835;0.3681;0.0167;0.1992;0.0308;0.9099;0.0394;0.3691;0.0711;0.8162;0.0544;0.3230;0.0907;0.7541
OCSVM_kernel-poly_2_scale_06;0.0471;0.2649;0.0799;0.9334;0.1079;0.3453;0.1644;0.4167;0.0164;0.1594;0.0297;0.9262;0.0411;0.2934;0.0721;0.8560;0.0531;0.2657;0.0865;0.7831
OCSVM_kernel-poly_2_scale_07;0.0502;0.2162;0.0815;0.9468;0.0976;0.2657;0.1427;0.4694;0.0153;0.1198;0.0271;0.9391;0.0436;0.2125;0.0723;0.8963;0.0517;0.2036;0.0809;0.8129
OCSVM_kernel-poly_2_scale_08;0.0543;0.1486;0.0795;0.9624;0.0845;0.1771;0.1144;0.5453;0.0129;0.0720;0.0219;0.9549;0.0416;0.1268;0.0625;0.9296;0.0483;0.1311;0.0696;0.8481
OCSVM_kernel-poly_2_scale_09;0.0563;0.0757;0.0644;0.9763;0.0721;0.0882;0.0793;0.6616;0.0128;0.0440;0.0198;0.9706;0.0499;0.0675;0.0572;0.9585;0.0478;0.0688;0.0552;0.8917
OCSVM_kernel-poly_2_auto_01;0.0135;0.9459;0.0266;0.2097;0.1195;0.5107;0.1937;0.3622;0.0000;0.0000;0.0000;0.9909;0.0268;0.8238;0.0518;0.4180;0.0399;0.5701;0.0680;0.4952
OCSVM_kernel-poly_2_auto_02;0.0318;0.5622;0.0582;0.7968;0.0969;0.2776;0.1415;0.4749;0.0188;0.1440;0.0333;0.9489;0.0263;0.8653;0.0508;0.3549;0.0435;0.4623;0.0709;0.6439
