epoch;mae-mean;mae-std;mse-mean;mse-std;r2-mean;r2-std
1;0.01367979787630813;0.005049536037081187;0.0005129464975259127;0.00034846430120801116;-1.1492311448930033;0.9184573101230413
5;0.006493633221876389;0.0020491753854138778;0.0002592291598787381;0.0001461383229386895;-0.07215085829096125;0.2830563096904303
