epoch;mae-mean;mae-std;mse-mean;mse-std;r2-mean;r2-std
1;0.014627972192701255;0.0013019380179748901;0.0010214161855688513;0.00040395915660136665;0.010376749203675817;0.03224063296887812
5;0.014001582537947529;0.0017417624990404602;0.000999612387370824;0.0003935177187271318;0.02938216685093422;0.06926328550050459
