Parameters;mse-mean;mse-std;mae-mean;mae-std;r2-mean;r2-std;time-mean;time-std
KNR_1_;0.012332375321053487;0.003508023942959131;0.046584280527432534;0.0033802798482559997;-0.22080638174582798;0.03973549726934137;16.42985632419586;0.8391226684868387
KNR_2_;0.012679871357357922;0.003275389967352004;0.05107528252396244;0.0035457201341129426;-0.26674294368776186;0.09357695324437641;16.966196274757387;0.7728924076745235
KNR_3_;0.01229065658876983;0.0034716472284042235;0.05216551950180268;0.003919422233208297;-0.21870916129456203;0.059096505682876346;17.012266302108763;1.2047879280436493
KNR_4_;0.011807548727388395;0.003459334249301395;0.05112140495237473;0.004142250800380541;-0.16677726683801816;0.06479267950028204;17.014380669593812;0.7387460409149249
KNR_5_;0.011643256808928682;0.0033347275953931714;0.051428781626477314;0.003538284018059437;-0.1526245231549543;0.05460688999305083;9.492892050743103;1.3969204848516923
KNR_6_;0.011488291612793054;0.0033967358763861083;0.051674193829551365;0.004003011235292457;-0.134824095494998;0.051478283668857004;9.045138120651245;0.036997174859486504
KNR_7_;0.011420461591148269;0.003462819546263505;0.0519424200930832;0.004195247901824951;-0.12559184315527255;0.05044755598565625;9.00584144592285;0.07089059668075642
KNR_8_;0.011323966026485452;0.003485856197576627;0.0520555003990336;0.004278316085766038;-0.11410947252708539;0.04425958924672005;8.985057854652405;0.05423359063031377
KNR_9_;0.01106464825218594;0.003465496463857642;0.0519384553086904;0.004567173816760064;-0.08723589559385807;0.050465190355927475;9.006775069236756;0.046061315363100944
KNR_10_;0.010942974940632372;0.003407676074902983;0.05206695538722602;0.004543921866298866;-0.0764940941028496;0.05901555207562075;8.964987921714783;0.0369706026157855
KNR_11_;0.010889292048387223;0.0034415597606313793;0.05224385521679176;0.004805031381878432;-0.06887000771650806;0.051275719243257085;8.96745400428772;0.0234720512947504
KNR_12_;0.010826662703196757;0.003479879136200303;0.05243946174497984;0.005009679758753649;-0.061305643216078086;0.05167322203592288;8.957125687599182;0.020226281537074738
KNR_13_;0.010617970816868893;0.0033381003168201635;0.052289209791943105;0.004757424118632797;-0.04357058126835125;0.05076075548392401;8.974945831298829;0.03401987905072455
KNR_14_;0.010614721426516502;0.0033078778198333313;0.052306575513461497;0.004533654277153259;-0.04388111961262241;0.054073140344739715;8.956692838668824;0.026424385781736264
KNR_15_;0.010639775470742394;0.0033347786085705256;0.05267349681454062;0.0044326166755074845;-0.04539258947811622;0.05088122157101857;8.947884273529052;0.03517679686047363
KNR_16_;0.010590238525294577;0.0032820565876651065;0.052745915012651946;0.0043396879199730145;-0.04119075869941281;0.04718621582821911;8.955317831039428;0.027509307285523477
KNR_17_;0.010487289101262221;0.003102086296182129;0.05272550669897389;0.004199962752454702;-0.03525698276617899;0.05114163026484702;8.947953224182129;0.0245018712935112
KNR_18_;0.01050280490448554;0.0031808972065151975;0.05307249534158154;0.004341264589586566;-0.034610781563105694;0.044807859006566815;8.938620948791504;0.056193961446658856
KNR_19_;0.010459206539666263;0.003161622559174763;0.052850344550858186;0.0042243692677647725;-0.030550319938636016;0.04085591705822627;8.898331761360168;0.030454122282359962
KNR_20_;0.010469718976854045;0.0031936479851108436;0.053213478892075707;0.004333363885983225;-0.030536692865910854;0.03625670151053191;8.88255136013031;0.026697572290733825
KNR_21_;0.01045909833957653;0.0032061611791988544;0.05324117609139549;0.0044614726031141725;-0.02889628623137629;0.03197522065379483;8.893039107322693;0.029508544634200693
KNR_22_;0.010426175144059911;0.0032224526968637752;0.05330361207743356;0.004700768211350221;-0.024944101927765326;0.032036108304620496;8.865217566490173;0.03067200574273972
KNR_23_;0.010411016487589896;0.003217617925777087;0.05322073799959285;0.004595101106097282;-0.02342023492559072;0.03154175272426009;8.855432486534118;0.023412402467773208
KNR_24_;0.010408962928391082;0.0032176912564077687;0.05321463229893292;0.004416061566115392;-0.02344167020710043;0.03363334147054463;8.841751074790954;0.02865317126608914
KNR_25_;0.010367676053079665;0.00326070905529544;0.05327235849287868;0.004719472429711936;-0.01813723256972096;0.03816812920134571;8.804329562187196;0.03772125475307984
KNR_26_;0.010341278865875972;0.0032764653019325277;0.05342125492453981;0.004696881749082976;-0.014953423564697;0.03507625725792865;8.818188619613647;0.034062544844942734
KNR_27_;0.010356055907915612;0.0032883489025302922;0.053609496666851275;0.004674085575539848;-0.016234275302455935;0.03712267124497159;8.825996279716492;0.027759844088823378
KNR_28_;0.010307702816515144;0.003192549312545909;0.05367996230679166;0.004599662431589266;-0.013291183553206565;0.03586883823107319;8.82972023487091;0.047673865907956664
KNR_29_;0.010322327132787093;0.0032154397562228583;0.05366254615278916;0.004600700538132028;-0.014025235707974704;0.03326305448467481;8.802343201637267;0.02368466936766169
KNR_30_;0.010322853569227873;0.0032102936109729874;0.05385316425930011;0.004498445535175664;-0.014081950963173462;0.030773175286614798;8.820640063285827;0.03189647379182656
