epoch;mae-mean;mae-std;mse-mean;mse-std;r2-mean;r2-std
1;0.005179972673107261;0.00046970255220057634;0.00014991019885310307;0.00016108591763350745;-0.030627591918686515;0.049037418108948176
5;0.00414854740528188;0.00042248568365999543;0.00013960246293929696;0.00016258294078703224;0.07696716835891587;0.0443569082676495
