epoch;mae-mean;mae-std;mse-mean;mse-std;r2-mean;r2-std
1;0.057671288754943054;0.010094245151174611;0.00982837313956468;0.003299552221933499;0.04001961044723941;0.04951252636252052
5;0.05763463434350595;0.007877146725519348;0.009405122683907233;0.0031947097157011503;0.08049409306420743;0.08660167858009837
