Parameters;mse-mean;mse-std;mae-mean;mae-std;r2-mean;r2-std;time-mean;time-std
KNR_1_;0.0008101530411736406;0.0003335844796991663;0.009321789717790966;0.0003516700280203157;-0.023891656194803955;0.005937966634168267;3585.1082454681396;83.96828057281752
KNR_2_;0.0008149671867366572;0.00033682285226981686;0.00915696191512969;0.0003741755673166885;-0.028705682233944117;0.009856093449913637;3533.889100432396;16.98782684857747
KNR_3_;0.0008291477679942807;0.00033749471079212696;0.00865517354758948;0.0003326804639919007;-0.049325099011441643;0.012150016652487656;3531.039614152908;14.65117419859622
KNR_4_;0.0008208972835291779;0.0003372179674157084;0.009966001012180228;0.00040839699057490666;-0.038004389777585176;0.00934891479576222;3531.2474012851717;14.770291557911168
KNR_5_;0.0008302024638820748;0.00036638492245053163;0.009949546906318735;0.0005482364753365946;-0.041531974668269765;0.025403216946453148;3528.9796196460725;13.876096986288914
KNR_6_;0.0008226675856666049;0.0003561441093690779;0.009873183101934763;0.0005087909812785662;-0.0342839434229721;0.01851041624324728;3536.9520069122314;13.874509733093785
KNR_7_;0.0008197059622546424;0.00034844580800668843;0.00983196106259214;0.0004847734552589092;-0.032876493167229424;0.014112958141058805;3930.7358799695967;729.4324970081324
KNR_8_;0.0008169929796509037;0.00034533931965496;0.009797251417065339;0.0004639193023814869;-0.029791661368078558;0.0106443423434391;5420.050975513458;108.81912545586236
KNR_9_;0.0008155696538728623;0.00034321446084123073;0.009767837972507118;0.00044818549125903403;-0.028432014629265413;0.009079564271703077;5166.317649817467;79.10324343979667
KNR_10_;0.0008140231825325304;0.00034107460371844684;0.009742411865477765;0.00044078781315707156;-0.02698947761881356;0.00838923786077338;5527.230065131187;776.0441414954248
KNR_11_;0.0008140374666156644;0.0003407979196620754;0.00973630803900554;0.00044010287973265857;-0.027026433356157998;0.008447799308676722;5055.996539855003;32.371729544784266
KNR_12_;0.0008126705233100125;0.0003395094843194705;0.009708818354201057;0.0004279984020256766;-0.02541399381602749;0.007148524285622994;5082.735559201241;72.67374342344543
KNR_13_;0.000811849522707152;0.00033912552483046003;0.00969506915261208;0.0004248409958933473;-0.024360548263775605;0.006700989755059007;5031.402242779732;41.8626624153842
KNR_14_;0.0008120203315722174;0.0003383170255599811;0.009689581650512041;0.0004206316096502396;-0.02477035356542543;0.005916603158718517;5028.437107467651;80.39103575667745
KNR_15_;0.0008113273177983084;0.00033775185095238214;0.009670726130149913;0.0004088680007048409;-0.023840790583130333;0.0051918599368409165;5076.797977995872;49.54760873497935
KNR_16_;0.0008107153207448691;0.000337072779934857;0.00965849375557346;0.0004067256858164978;-0.023181952162940257;0.0046963847144112164;5054.018870687485;98.45377583884108
KNR_17_;0.0008107213600847725;0.00033729941056655563;0.009658938834890392;0.0004072299208847956;-0.0230778045616985;0.004334018004297727;5045.208815717697;56.54457109575819
KNR_18_;0.0008101121709922019;0.00033687827416110884;0.009646534350650217;0.00040652704528939247;-0.022389247844255646;0.004187304589375061;5021.3372440338135;41.624275829645725
KNR_19_;0.0008099435967993885;0.0003367328281479648;0.009643195046705669;0.0004020031241852992;-0.022170718426051294;0.004162186162037462;4957.877372097969;64.06400083536795
KNR_20_;0.0008099494490025952;0.0003379451515975535;0.009634745556796886;0.0004139410066773224;-0.021654207752397413;0.004049858100031453;5001.9357335090635;43.883738129004
KNR_21_;0.0008094517195220273;0.0003373286580384277;0.0096316768080857;0.00040299757790954904;-0.02118827139390882;0.004353896943348936;4985.529072093964;65.79233567851986
